id,text,label
27,"편도 1차선 도로에 신호등이 없어 차량들이 서로 눈치만 보며 교차 통행을 하고 있어 사고 위험이 큽니다.","도로-교통"
28,"지하철 환승주차장 입구에 진입 차량과 보행자가 뒤섞여 움직여 매우 위험한 상황이 자주 발생합니다.","도로-교통"
29,"고속도로 진출입램프 인근에서 차들이 갑자기 차선을 두세 개씩 변경해 뒤따르던 차량들이 놀랍니다.","도로-교통"
30,"시내버스가 정류장을 지나쳐 임의로 급정차하는 일이 자주 발생해 승객과 다른 차량 모두 위험합니다.","도로-교통"
31,"어린이 보호구역임에도 과속 방지 시설이 부족해 대부분의 차량이 제한 속도 이상으로 주행합니다.","도로-교통"
32,"왕복 3차선 도로 중앙에 설치된 유턴 구역이 짧아 차량들이 신호 대기 차량 사이로 끼어드는 일이 잦습니다.","도로-교통"
33,"야간에 대형 화물차들이 우회전을 하면서 보행자 신호가 끝나기도 전에 교차로로 진입해 위험합니다.","도로-교통"
34,"고가도로 아래 교차로에서 좌회전과 유턴 차량이 뒤섞여 어느 방향으로 진행해야 할지 혼란스럽습니다.","도로-교통"
35,"택배 차량들이 아파트 정문 앞 차도에 늘어져 서 있어 출퇴근 시간마다 차량 행렬이 길게 늘어집니다.","도로-교통"
36,"자전거 도로와 인도가 명확히 구분되어 있지 않아 자전거와 보행자가 서로를 피하느라 위험한 상황이 생깁니다.","도로-교통"
37,"대로변에서 골목으로 진입하는 지점에 거울이나 안내 표지가 없어 갑자기 튀어나오는 차량과 자주 마주칩니다.","도로-교통"
38,"버스 정류장이 교차로와 너무 가까워 정류장에 정차한 버스 때문에 우회전 신호를 이용하기 어렵습니다.","도로-교통"
39,"야간에 오토바이 배달 차량들이 신호를 무시하고 질주해 보행자와 다른 운전자들이 불안해하고 있습니다.","도로-교통"
40,"왕복 2차선 언덕 구간에서 앞차를 추월하려는 차량이 많아 마주 오는 차량과 충돌할까 걱정됩니다.","도로-교통"
41,"차량 출입이 많은 상가 앞에 횡단보도가 없어 보행자들이 주차된 차량 사이로 무단횡단을 하고 있습니다.","도로-교통"
42,"대형 교차로에 우회전 전용 차선 안내가 부족해 직진 차량과 우회전 차량이 뒤섞여 정체가 심해집니다.","도로-교통"
43,"지하주차장에서 나오는 차량과 골목길에서 진입하는 차량 동선이 겹쳐 서로 양보 없이 경적 소리가 끊이지 않습니다.","도로-교통"
44,"왕복 4차선 도로의 중앙 분리대가 끊긴 구간이 길어 곳곳에서 위험한 좌회전과 유턴이 이뤄지고 있습니다.","도로-교통"
45,"버스 환승 정류장이 한쪽 방향에만 있어 반대편으로 건너가기 위해 차도가 아닌 곳을 가로지르는 사람이 많습니다.","도로-교통"
46,"공단 주변 도로에서 출퇴근 시간마다 대형 트럭이 줄지어 서 있어 일반 차량들이 거의 움직이지 못합니다.","도로-교통"
47,"지하차도 출구 직후 바로 교차로가 나와 속도를 줄이지 못한 차량과 보행자 사이에 아찔한 상황이 자주 생깁니다.","도로-교통"
48,"큰 사거리에서 좌회전 신호가 없는 방향은 항상 교차로 한가운데에 차량이 남아 있어 뒤엉킵니다.","도로-교통"
49,"골목길에서 제한 속도 안내 표지가 전혀 없어 일부 차량이 과속으로 질주하고 있어 매우 위험합니다.","도로-교통"
50,"마을버스가 회차할 공간이 부족해 좁은 골목을 여러 번 전진·후진하며 돌아서 인근 차량과 보행자가 불안합니다.","도로-교통"
51,"공원 벤치 목재가 썩어 있어 앉으면 부러질 것 같아 위험합니다.","시설물-건축"
52,"주택가 인도 보도블록이 여러 군데 움푹 파여 있어 걸려 넘어질 뻔했습니다.","시설물-건축"
53,"지하철 출입구 계단 난간이 흔들려서 잡고 내려가기가 매우 불안합니다.","시설물-건축"
54,"놀이터 그네 체인이 한쪽만 남아 있어 아이들이 타다 다칠 위험이 큽니다.","시설물-건축"
55,"아파트 단지 내 가로등 기둥이 눈에 띄게 기울어져 있어 쓰러질까 걱정됩니다.","시설물-건축"
56,"공원 산책로 난간 일부가 떨어져 나가 있어 산책 중 추락 위험이 있습니다.","시설물-건축"
57,"다리 보행자 구간 철제 난간에 녹이 심하게 슬어 손을 대면 다칠 것 같습니다.","시설물-건축"
58,"골목길 배수구 뚜껑이 깨져 틈이 벌어져 있는데, 발이 빠질까 매우 위험합니다.","시설물-건축"
59,"지하주차장 천장에서 물이 새어 바닥에 고여 있고, 천장 마감재가 떨어질 것 같습니다.","시설물-건축"
60,"버스 정류장 의자 일부가 부러져 있어 앉으려다 넘어질 뻔했습니다.","시설물-건축"
61,"동네 체육공원 철봉 기둥이 흔들려 운동하다가 넘어질 위험이 있습니다.","시설물-건축"
62,"공원 놀이터 미끄럼틀 끝부분 플라스틱이 깨져 날카로운 면이 그대로 노출돼 있습니다.","시설물-건축"
63,"인도와 차도를 구분하는 연석이 여러 개 떨어져 나가 있어 통행 중 발이 걸립니다.","시설물-건축"
64,"○○초등학교 앞 인도에 설치된 펜스가 일부 찌그러져 보행로를 가로막고 있습니다.","시설물-건축"
65,"지하보도 천장 조명이 다수 꺼져 있어 매우 어둡고 전선 일부가 노출돼 보입니다.","시설물-건축"
66,"아파트 놀이터 모래놀이 시설 주변 목재 테두리가 갈라져 발이 걸려 넘어질 수 있습니다.","시설물-건축"
67,"하천 산책로 데크 바닥이 들떠 있어 뛰어가던 아이가 미끄러질 뻔했습니다.","시설물-건축"
68,"동네 공원 운동기구 나사가 풀려 있어 사용 중 갑자기 접히는 등 고장이 잦습니다.","시설물-건축"
69,"고가도로 아래 인도 위에 설치된 비가림 구조물의 패널 한 장이 떨어져 나가 있습니다.","시설물-건축"
70,"공원 입구 안내 표지판이 부서져 넘어져 있고 못이 튀어나와 지나가는 사람이 다칠 수 있습니다.","시설물-건축"
71,"주차장 출입구 차단기가 고장 나 내려오지 않아 차량과 보행자가 뒤섞여 위험합니다.","시설물-건축"
72,"지하철 역사 안 에스컬레이터의 손잡이 고무가 찢어져 손이 끼일 위험이 있습니다.","시설물-건축"
73,"오래된 육교 계단의 시멘트가 부서져 모서리가 날카롭게 튀어나와 있습니다.","시설물-건축"
74,"어린이집 앞 인도에 설치된 차단봉이 뽑혀 있어 차량이 인도로 쉽게 올라올 수 있는 상태입니다.","시설물-건축"
75,"하천 산책로 옆 난간 아래쪽 가림막이 떨어져 있어 아이들이 사이로 빠질 수 있습니다.","시설물-건축"
76,"동네 도서관 출입문 여닫이 장치가 망가져 문이 갑자기 세게 닫히는 바람에 다칠 뻔했습니다.","시설물-건축"
77,"공원 정자 지붕 기와가 일부 떨어져 나가 있어 머리 위로 떨어질까 불안합니다.","시설물-건축"
78,"지하주차장 진입로 벽면 콘크리트가 갈라져 조각이 바닥에 떨어져 있는 상태입니다.","시설물-건축"
79,"놀이터 시소 손잡이 고무 마감이 벗겨져 금속 부분이 그대로 드러나 있습니다.","시설물-건축"
80,"공용 계단 손잡이 일부가 떨어져 나가 있어 어르신들이 잡을 곳이 없어 위험합니다.","시설물-건축"
81,"공원 분수대 가장자리 타일이 깨져 날카로운 부분에 아이들이 다칠 우려가 있습니다.","시설물-건축"
82,"지하도로 맨홀 뚜껑이 제대로 닫히지 않아 지나갈 때마다 덜컹거리며 크게 움직입니다.","시설물-건축"
83,"아파트 단지 내 자전거 보관대가 부서져 넘어져 있어 인근 보행에 방해가 됩니다.","시설물-건축"
84,"버스 쉼터 지붕 일부가 찢어져 비가 오면 빗물이 그대로 떨어져 이용이 어렵습니다.","시설물-건축"
85,"공원 조깅로 옆 낮은 담장이 무너져 있어 경계 구분이 되지 않고 추락 위험이 있습니다.","시설물-건축"
86,"지하철 역사 출입구 유리 난간에 금이 길게 가 있어 깨질까 불안합니다.","시설물-건축"
87,"동네 공원 농구대 골대 철망이 찢어져 아이들이 손가락을 다칠 수 있는 상태입니다.","시설물-건축"
88,"학교 옆 옹벽 일부가 부서져 돌조각이 바닥으로 떨어져 있는 것이 자주 보입니다.","시설물-건축"
89,"도로 옆 방음벽 패널이 떨어져 나가 철골 구조물이 그대로 드러나 있습니다.","시설물-건축"
90,"지상 주차장 바닥 표시선이 거의 지워져 주차 구획을 구분하기 어렵습니다.","시설물-건축"
91,"하천 산책로 진입 계단 난간 끝부분 마감이 없어 날카로운 금속이 그대로 노출돼 있습니다.","시설물-건축"
92,"공중화장실 출입문 잠금장치가 고장 나 안에서 문이 잘 열리지 않아 이용에 불편과 위험이 있습니다.","시설물-건축"
93,"놀이터 트램펄린 가장자리 고정 볼트가 빠져 있어 뛰다가 한쪽으로 쏠릴 위험이 있습니다.","시설물-건축"
94,"지하보도 양쪽 출입구 차양이 파손되어 비가 오면 계단 전체에 빗물이 그대로 들어옵니다.","시설물-건축"
95,"공원 내 안내판 지지대가 부식으로 거의 떨어져 나와 바람에 쉽게 넘어질 것 같습니다.","시설물-건축"
96,"복도형 아파트 외부 복도 난간 높이가 낮고 추가 안전바가 없어 추락이 우려됩니다.","시설물-건축"
97,"동네 작은 다리 바닥 판재에 큰 틈이 생겨 자전거 바퀴가 끼일 수 있는 상태입니다.","시설물-건축"
98,"지하주차장 통로 천장에 매달린 배관 지지대가 느슨해져 흔들리고 있습니다.","시설물-건축"
99,"공원 스탠드형 조명 기구 덮개가 빠져 전구와 내부 배선이 그대로 노출돼 있습니다.","시설물-건축"
100,"마을회관 출입구 경사로 손잡이가 한쪽만 설치돼 있어 보행 보조가 충분하지 않습니다.","시설물-건축"
101,"주택가 골목에서 심야 시간마다 술 취한 사람들이 큰 소리로 다투며 욕설을 해 주민들이 불안합니다.","치안-범죄위험"
102,"아파트 단지 주차장에 낯선 사람이 여러 대 차량 손잡이를 하나씩 잡아당기며 훑고 다니는 모습이 자주 보입니다.","치안-범죄위험"
103,"지하철 역 근처 골목에서 모르는 사람이 밤마다 집까지 따라오는 일이 반복되어 매우 두렵습니다.","치안-범죄위험"
104,"편의점 앞에 청소년들이 늦은 밤까지 모여 담배를 피우고 행인에게 시비를 거는 일이 잦습니다.","치안-범죄위험"
105,"공원 화장실 주변에서 이상한 남성이 오랜 시간 배회하며 이용객들을 계속 쳐다보고 있어 불안합니다.","치안-범죄위험"
106,"원룸 밀집지역에서 오토바이 배달 기사들이 서로 욕설과 폭행 위협을 하며 다투는 일이 여러 번 있었습니다.","치안-범죄위험"
107,"아파트 지하주차장에서 밤마다 누군가가 차량 사이를 천천히 돌아다니며 내부를 들여다보는 모습이 CCTV에 자주 찍힙니다.","치안-범죄위험"
108,"학교 근처에서 성인 남성이 하교하는 학생들에게 이유 없이 말을 걸고 뒤를 따라가는 행동을 합니다.","치안-범죄위험"
109,"지하철 역사 출구 계단에서 소지품을 훔치려는 듯 일부러 사람과 부딪히는 사람이 있어 위험합니다.","치안-범죄위험"
110,"공원 벤치 주변에서 술 취한 사람들이 병을 던지며 싸우는 일이 자주 발생해 지나가기 무섭습니다.","치안-범죄위험"
111,"동네 편의점 내부를 촬영하며 상품을 들었다 놨다 하는 수상한 사람이 있어 도난이 우려됩니다.","치안-범죄위험"
112,"야간에 골목 교차로마다 무면허로 보이는 청소년들이 오토바이를 몰고 질주하며 고성을 지르고 있습니다.","치안-범죄위험"
113,"여성 혼자 사는 원룸 주변에 낯선 남성이 밤마다 창문 근처를 서성이며 안을 들여다보려 합니다.","치안-범죄위험"
114,"버스 정류장 근처에서 누군가가 계속 휴대전화를 빼앗으려 손을 잡아끄는 사건이 발생했습니다.","치안-범죄위험"
115,"지하 상가 통로에서 상인들이 없는 틈을 타 물건을 만지작거리며 둘러보는 수상한 사람이 있습니다.","치안-범죄위험"
116,"학교 앞 골목에서 청소년들이 서로를 밀치고 폭행하는 장면이 자주 목격됩니다.","치안-범죄위험"
117,"지하철 객실 안에서 특정 승객에게 계속 욕설을 퍼붓고 위협하는 남성이 있어 주변 승객들이 공포를 느꼈습니다.","치안-범죄위험"
118,"새벽 시간에 택배 물품이 현관 앞에서 자주 사라져 도난이 의심되는 상황입니다.","치안-범죄위험"
119,"아파트 엘리베이터 안에서 모르는 사람이 지속적으로 몸을 밀착하려 해 큰 불안을 느꼈습니다.","치안-범죄위험"
120,"공원 놀이터 주변에서 누군가가 어린아이들에게 계속 말을 걸며 따라다니는 모습이 목격됩니다.","치안-범죄위험"
121,"주차된 차량 사이에서 청소년들이 담배를 피우며 차량 위에 올라가는 등 기물을 훼손하는 행동을 합니다.","치안-범죄위험"
122,"밤마다 골목 모퉁이에서 도박으로 보이는 돈 내기 게임을 하며 주변 사람들에게 참여를 강요하고 있습니다.","치안-범죄위험"
123,"원룸 건물 출입문 비밀번호를 엿보는 사람이 반복적으로 CCTV에 찍혀 주민들이 불안해하고 있습니다.","치안-범죄위험"
124,"버스 정류장에서 술 취한 남성이 행인에게 다가와 욕설과 폭행 위협을 하는 일이 있었습니다.","치안-범죄위험"
125,"지하주차장 출입구 근처에 모르는 차량이 장시간 시동을 켜 둔 채 내부에서 사람을 지켜보는 듯 머무르고 있습니다.","치안-범죄위험"
126,"어두운 골목에서 누군가가 레이저 포인터로 지나가는 사람의 얼굴을 비추며 장난을 치고 있어 위험합니다.","치안-범죄위험"
127,"동사무소 인근 골목길에서 새벽마다 고함과 물건 던지는 소리가 나 폭력 사건이 의심됩니다.","치안-범죄위험"
128,"공용 주차장 무인 결제기에 카드 투입구를 가리고 서 있는 사람이 있어 금융사기 피해가 우려됩니다.","치안-범죄위험"
129,"주택가 입구에서 낯선 남성이 아이들에게 간식을 주겠다며 따라오라고 유도하는 행동을 합니다.","치안-범죄위험"
130,"지하철 역 화장실 입구에서 모르는 사람이 사람들의 동선을 가로막고 돈을 요구하고 있습니다.","치안-범죄위험"
131,"공원 산책로 벤치 주변에 술병과 담배꽁초를 늘어놓고 시비를 거는 무리가 상시 자리 잡고 있습니다.","치안-범죄위험"
132,"상가 밀집지역에서 오토바이 두 대가 일부러 사람 가까이로 달려와 위협하고 욕설을 하는 일이 있습니다.","치안-범죄위험"
133,"지하 보도에서 누군가가 여성들 뒤를 일정 거리 유지하며 계속 따라가는 행동을 반복합니다.","치안-범죄위험"
134,"아파트 단지 놀이터 근처에서 낯선 차가 시동을 켠 채 오랫동안 아이들을 지켜보고 있습니다.","치안-범죄위험"
135,"새벽 시간마다 주택가 우편함이 열려 있고, 택배 보관함이 훼손된 채 비어 있는 일이 계속됩니다.","치안-범죄위험"
136,"학교 옆 공원에서 청소년들이 칼로 보이는 물건을 소지한 채 서로를 위협하는 모습을 봤습니다.","치안-범죄위험"
137,"버스 터미널 근처에서 여행객에게 접근해 짐을 대신 들어주겠다며 금품을 요구하는 사례가 발생했습니다.","치안-범죄위험"
138,"공영주차장 내에서 차량 유리를 깨려는 듯 도구를 들고 서성이는 남성이 목격되었습니다.","치안-범죄위험"
139,"지하철 역사 내에서 특정 여성 승객만 따라다니며 몰래 촬영하는 것으로 의심되는 행동이 보였습니다.","치안-범죄위험"
140,"동네 상가 골목에서 청소년들이 상점 셔터에 낙서를 하고 돌을 던지는 등 상습적으로 기물을 훼손합니다.","치안-범죄위험"
141,"야간에 공원 입구에서 모르는 사람이 다가와 집 주소와 혼자 사는지 여부를 집요하게 묻는 일이 있었습니다.","치안-범죄위험"
142,"원룸 건물 계단참에 술 취한 사람이 자주 쓰러져 있어 출입 시 안전사고와 범죄가 우려됩니다.","치안-범죄위험"
143,"지하 주차장 비상계단 입구에 낯선 사람이 앉아 지나가는 사람을 노려보며 욕설을 퍼붓습니다.","치안-범죄위험"
144,"야간에 인적이 드문 산책로에서 한 남성이 계속 뒤를 따라오며 휴대폰 번호를 요구하는 일이 있었습니다.","치안-범죄위험"
145,"유흥가 골목에서 시비가 붙은 사람이 병과 의자를 던지는 폭력 상황이 자주 발생합니다.","치안-범죄위험"
146,"어린이 놀이터 인근 담장 너머에서 사진기를 들고 아이들을 오래 촬영하는 사람이 있습니다.","치안-범죄위험"
147,"상가 주차장 정산기 주변에서 누군가가 계속 사람들의 비밀번호 입력을 훔쳐보려는 행동을 합니다.","치안-범죄위험"
148,"지하철 역 에스컬레이터에서 뒤에 서 있던 남성이 고의적으로 신체 접촉을 시도하는 일이 발생했습니다.","치안-범죄위험"
149,"아파트 단지 내 오토바이 보관소에서 헬멧과 부품이 자주 사라져 절도가 의심됩니다.","치안-범죄위험"
150,"동네 마트 앞에서 청소년들이 행인에게 담배와 술을 대신 사 달라며 따라다니며 강하게 요구합니다.","치안-범죄위험"
151,"폭우가 내릴 때마다 ○○로 교차로 배수가 되지 않아 도로 전체가 물에 잠깁니다.","자연재난-환경"
152,"최근 집중호우 이후 하천 수위가 계속 높게 유지되어 제방을 넘칠까 걱정됩니다.","자연재난-환경"
153,"폭우가 올 때마다 집 앞 배수구가 역류해 도로에 흙탕물이 넘쳐 흐릅니다.","자연재난-환경"
154,"골목길 배수 시설이 부족해 비만 오면 차량과 보행자가 무릎까지 물에 잠길 정도로 침수가 됩니다.","자연재난-환경"
155,"장마철마다 하천 둑 일부가 침식되어 토사가 조금씩 흘러내리고 있어 붕괴가 우려됩니다.","자연재난-환경"
156,"강풍이 불 때마다 아파트 단지 주변 큰 나무가 심하게 흔들려 가지가 뚝뚝 부러져 떨어집니다.","자연재난-환경"
157,"최근 강풍으로 가로수가 한쪽으로 심하게 기울어져 도로 쪽으로 넘어질 것 같습니다.","자연재난-환경"
158,"태풍이 올 때마다 하천 옆 산책로가 흙과 돌로 뒤덮여 통행이 불가능해집니다.","자연재난-환경"
159,"겨울철마다 언덕길 도로에 결빙이 심하게 생겨 차량이 미끄러지는 사고가 자주 납니다.","자연재난-환경"
160,"다리 위 도로에 블랙아이스가 자주 생기는데 제설이 늦어 매우 위험한 상황이 반복됩니다.","자연재난-환경"
161,"폭설 이후 인도에 쌓인 눈이 치워지지 않아 며칠째 얼어붙은 상태로 남아 있습니다.","자연재난-환경"
162,"골목길 경사로에 눈이 쌓였다가 녹지 않아 주민들이 미끄러져 넘어질 뻔한 일이 여러 번 있었습니다.","자연재난-환경"
163,"집 근처 비탈면에서 장마철마다 흙이 조금씩 흘러내려 산사태가 날까 불안합니다.","자연재난-환경"
164,"폭우 이후 하천 둔치 산책로가 항상 진흙과 쓰레기로 뒤덮여 악취와 함께 이용이 어렵습니다.","자연재난-환경"
165,"강풍이 자주 불어 공원 내 낙엽과 먼지가 한곳에 몰려 눈과 호흡이 따가울 정도입니다.","자연재난-환경"
166,"공사장 주변에서 비산 먼지가 심해 바람이 불 때마다 주변 도로 시야가 뿌옇게 가려집니다.","자연재난-환경"
167,"인근 공장에서 나오는 연기가 바람을 타고 주택가 쪽으로 자주 날아와 창문을 열 수가 없습니다.","자연재난-환경"
168,"하천 정비가 제대로 되지 않아 물이 고인 구간에서 여름마다 심한 악취가 발생합니다.","자연재난-환경"
169,"여름철 폭우 후 하수구 주변에서 오수가 넘쳐나며 도로 전체에서 지독한 냄새가 납니다.","자연재난-환경"
170,"비가 조금만 와도 언덕 아래 도로에 흙탕물이 흘러내려 차도와 인도가 모두 미끄럽습니다.","자연재난-환경"
171,"강풍으로 건물 사이 바람길에서 돌풍이 자주 발생해 보행자가 중심을 잡기 어렵습니다.","자연재난-환경"
172,"태풍이 지나갈 때마다 하천 교각 주변에 큰 나뭇가지와 폐기물이 쌓여 물 흐름을 막고 있습니다.","자연재난-환경"
173,"장마철에 지하주차장 진입로 배수가 잘 되지 않아 폭우가 오면 물이 빠르게 차오릅니다.","자연재난-환경"
174,"집 앞 비탈길 배수홈이 좁아 폭우 시 빗물이 도로 전체를 타고 흘러 내려옵니다.","자연재난-환경"
175,"겨울철 한파 때 상수도관이 자주 얼어붙어 주변 도로로 물이 흘러나와 얼음판이 됩니다.","자연재난-환경"
176,"강풍 후 하천 주변 산책로에 부러진 나뭇가지와 잔해가 많이 떨어져 있어 통행에 위험이 있습니다.","자연재난-환경"
177,"인근 소각장에서 태우는 연기가 자주 주거 지역까지 번져 눈이 따갑고 숨쉬기 불편합니다.","자연재난-환경"
178,"공단 쪽에서 불어오는 매캐한 냄새와 연기가 밤마다 심해 창문을 닫고 지낼 수밖에 없습니다.","자연재난-환경"
179,"미세먼지 경보가 자주 발령되는데도 인근 도로 공사장에서 물을 뿌리지 않아 먼지가 더욱 심해집니다.","자연재난-환경"
180,"하천 바닥에 오염된 흙과 침전물이 쌓여 더운 날이면 주변 전체에서 심한 냄새가 납니다.","자연재난-환경"
181,"집 근처 빈 공터에 비가 오면 물이 깊게 고여 큰 웅덩이가 생기고, 며칠 동안 마르지 않습니다.","자연재난-환경"
182,"폭우 때마다 지하보도 입구로 빗물이 몰려들어 계단 아래쪽이 쉽게 침수됩니다.","자연재난-환경"
183,"강풍이 불 때마다 오래된 간판들이 심하게 흔들려 떨어져 나갈 것처럼 보입니다.","자연재난-환경"
184,"비가 많이 온 후 산책로 옆 경사면에서 작은 돌들이 자주 굴러 떨어져 보행자에게 위험합니다.","자연재난-환경"
185,"겨울철 하천 주변 산책로 바닥에 서리가 자주 내려 미끄럽지만 제설이나 미끄럼 방지 조치가 없습니다.","자연재난-환경"
186,"강풍과 비가 함께 올 때 버스 정류장 주변에 물보라와 먼지가 섞여 이용하기 매우 힘듭니다.","자연재난-환경"
187,"폭염이 계속되는데도 그늘이나 쉼터가 부족해 버스 정류장 대기 환경이 매우 열악합니다.","자연재난-환경"
188,"하천 주변 갈대와 수초가 과도하게 자라 물 흐름을 막고, 벌레와 함께 심한 냄새를 유발합니다.","자연재난-환경"
189,"공장 굴뚝에서 밤마다 진한 연기가 나와 인근 도로까지 하얗게 가려질 정도입니다.","자연재난-환경"
190,"비가 온 뒤 공원 잔디밭 배수가 잘 되지 않아 며칠 동안 흙탕물과 진흙이 그대로 남아 있습니다.","자연재난-환경"
191,"강풍이 불면 산책로 옆 비닐하우스 비닐이 크게 찢어져 날리며 주변 도로까지 흩어집니다.","자연재난-환경"
192,"공사장 인근 인도에 흙먼지가 두껍게 쌓여 바람이 불 때마다 주민들이 큰 불편을 겪고 있습니다.","자연재난-환경"
193,"하천 제방 위 산책로 일부 구간이 비가 오면 토사가 흘러내려 사라질 정도로 침식되고 있습니다.","자연재난-환경"
194,"겨울철 동네 골목 배수구 주변에 고인 물이 얼어 작은 빙판들이 여기저기 생깁니다.","자연재난-환경"
195,"장마철에 지하 상가 입구로 습기와 빗물이 유입되어 바닥이 항상 축축하고 미끄럽습니다.","자연재난-환경"
196,"강한 비바람 뒤에 공원 연못 수면에 떠다니는 쓰레기와 오염물이 치워지지 않고 남아 있습니다.","자연재난-환경"
197,"폭우 이후 도로 옆 축대 아래쪽에 실금과 작은 균열이 생겨 무너질 가능성이 우려됩니다.","자연재난-환경"
198,"여름철 고온과 습도가 심한데 주변 공장 냄새까지 겹쳐 생활 환경이 크게 나빠졌습니다.","자연재난-환경"
199,"강풍이 부는 날마다 아파트 옥상에서 나는 소음과 진동이 심해 구조물 안전이 걱정됩니다.","자연재난-환경"
200,"폭설 이후 골목길 모퉁이마다 눈더미가 치워지지 않아 차량과 보행자 모두 시야 확보가 어렵습니다.","자연재난-환경"
201,"아파트 분리수거장 주변에 음식물 쓰레기가 방치되어 심한 악취와 벌레가 발생하고 있습니다.","위생-보건"
202,"지하 상가 화장실 청소가 제대로 이루어지지 않아 바닥이 항상 젖어 있고 냄새가 심합니다.","위생-보건"
203,"동네 시장 골목에 생선과 고기를 노상에서 상온에 오래 진열해 두어 식중독이 걱정됩니다.","위생-보건"
204,"공용 계단에 배달 음식 쓰레기가 며칠째 그대로 놓여 있어 파리와 바퀴벌레가 모이고 있습니다.","위생-보건"
205,"어린이집 앞 하수구에서 계속 악취가 올라와 아이들의 건강이 걱정됩니다.","위생-보건"
206,"아파트 지하주차장 한쪽에 물이 고여 곰팡이와 퀴퀴한 냄새가 심하게 납니다.","위생-보건"
207,"동네 공원 쓰레기통이 항상 넘쳐나 주변에 음식물 찌꺼기와 벌레가 가득합니다.","위생-보건"
208,"인근 음식점 뒷골목에서 배출하는 음식물 쓰레기 때문에 쥐가 자주 보입니다.","위생-보건"
209,"지하철 역사 내 쓰레기통 주변이 항상 더럽고 청소가 잘 되지 않아 악취가 납니다.","위생-보건"
210,"○○시장 공중화장실에 휴지가 비치되지 않고 악취가 심해 이용이 어렵습니다.","위생-보건"
211,"아파트 단지 내 분수 주변 물이 오랜 기간 교체되지 않은 듯 탁하고 이끼가 껴 있습니다.","위생-보건"
212,"어린이 놀이터 모래에 담배꽁초와 음식물 쓰레기가 섞여 있어 위생 상태가 매우 좋지 않습니다.","위생-보건"
